RSS
87781.1339091
87167.467097
86558.0063463
85952.7237127
85351.5914345
84754.5819322
84161.6678065
83572.8218377
82988.0169843
82407.2263821
81830.4233426
81257.5813521
80688.6740708
80123.6753311
79562.5591372
79005.2996632
78451.8712528
77902.2484173
77356.4058355
76814.3183519
76275.9609756
75741.3088798
75210.3374003
74683.0220345
74159.3384404
73639.2624355
73122.7699959
72609.837255
72100.4405028
71594.5561848
71092.1609007
70593.2314037
70097.7445996
69605.6775453
69117.0074484
68631.7116659
68149.7677031
67671.1532132
67195.8459955
66723.8239953
66255.0653025
65789.5481504
65327.2509155
64868.152116
64412.2304108
63959.4645993
63509.8336195
63063.3165479
62619.8925983
62179.5411208
61742.241601
61307.9736593
60876.7170496
60448.451659
60023.1575064
59600.8147419
59181.4036459
58764.9046285
58351.298228
57940.5651108
57532.6860702
57127.6420256
56725.4140216
56325.9832274
55929.3309358
55535.4385627
55144.2876457
54755.8598441
54370.1369372
53987.1008244
53606.7335239
53229.0171719
52853.9340223
52481.4664453
52111.5969272
51744.3080691
51379.5825868
51017.4033095
50657.7531793
50300.6152504
49945.9726884
49593.8087697
49244.1068806
48896.8505165
48552.0232816
48209.6088875
47869.5911533
47531.9540044
47196.6814719
46863.757692
46533.166905
46204.8934553
45878.92179
45555.2364585
45233.822112
44914.6635027
44597.7454831
44283.0530052
43970.5711204
43660.2849781
43352.1798259
43046.241008
42742.4539654
42440.8042349
42141.2774485
41843.8593328
41548.5357084
41255.2924892
40964.115682
40674.9913857
40387.9057906
40102.8451782
39819.7959203
39538.7444784
39259.6774033
38982.5813344
38707.4429989
38434.2492119
38162.9868749
37893.6429762
37626.2045895
37360.6588739
37096.993073
36835.1945146
36575.2506101
36317.1488537
36060.8768222
35806.4221743
35553.7726501
35302.9160706
35053.8403369
34806.5334301
34560.9834107
34317.1784176
34075.1066684
33834.756458
33596.1161589
33359.17422
33123.9191667
32890.3396
32658.4241962
32428.1617064
32199.5409556
31972.5508431
31747.1803411
31523.4184948
31301.2544217
31080.6773111
30861.6764238
30644.2410914
30428.3607161
30214.0247701
30001.222795
29789.9444017
29580.1792696
29371.9171463
29165.1478473
28959.8612552
28756.0473196
28553.6960566
28352.797548
28153.3419415
27955.3194498
27758.7203503
27563.5349848
27369.7537587
27177.3671412
26986.3656643
26796.7399228
26608.4805735
26421.5783351
26236.0239879
26051.808373
25868.9223921
