iteration;rss
9644;2767.29276751
9645;2767.25715208
9646;2767.22153733
9647;2767.18592326
9648;2767.15030987
9649;2767.11469715
9650;2767.07908512
9651;2767.04347375
9652;2767.00786307
9653;2766.97225307
9654;2766.93664374
9655;2766.90103509
9656;2766.86542711
9657;2766.82981981
9658;2766.79421319
9659;2766.75860725
9660;2766.72300199
9661;2766.6873974
9662;2766.65179349
9663;2766.61619026
9664;2766.5805877
9665;2766.54498582
9666;2766.50938462
9667;2766.47378409
9668;2766.43818425
9669;2766.40258508
9670;2766.36698658
9671;2766.33138877
9672;2766.29579163
9673;2766.26019517
9674;2766.22459938
9675;2766.18900427
9676;2766.15340984
9677;2766.11781609
9678;2766.08222301
9679;2766.04663061
9680;2766.01103889
9681;2765.97544785
9682;2765.93985748
9683;2765.90426779
9684;2765.86867877
9685;2765.83309043
9686;2765.79750277
9687;2765.76191579
9688;2765.72632948
9689;2765.69074385
9690;2765.6551589
9691;2765.61957462
9692;2765.58399102
9693;2765.5484081
9694;2765.51282585
9695;2765.47724429
9696;2765.44166339
9697;2765.40608318
9698;2765.37050364
9699;2765.33492478
9700;2765.29934659
9701;2765.26376908
9702;2765.22819225
9703;2765.1926161
9704;2765.15704062
9705;2765.12146582
9706;2765.08589169
9707;2765.05031824
9708;2765.01474547
9709;2764.97917338
9710;2764.94360196
9711;2764.90803122
9712;2764.87246115
9713;2764.83689176
9714;2764.80132305
9715;2764.76575502
9716;2764.73018766
9717;2764.69462097
9718;2764.65905497
9719;2764.62348964
9720;2764.58792499
9721;2764.55236101
9722;2764.51679771
9723;2764.48123509
9724;2764.44567314
9725;2764.41011187
9726;2764.37455127
9727;2764.33899136
9728;2764.30343211
9729;2764.26787355
9730;2764.23231566
9731;2764.19675845
9732;2764.16120191
9733;2764.12564605
9734;2764.09009087
9735;2764.05453636
9736;2764.01898253
9737;2763.98342937
9738;2763.9478769
9739;2763.91232509
9740;2763.87677397
9741;2763.84122352
9742;2763.80567375
9743;2763.77012465
9744;2763.73457623
9745;2763.69902848
9746;2763.66348141
9747;2763.62793502
9748;2763.5923893
9749;2763.55684426
9750;2763.5212999
9751;2763.48575621
9752;2763.4502132
9753;2763.41467086
9754;2763.3791292
9755;2763.34358822
9756;2763.30804791
9757;2763.27250828
9758;2763.23696932
9759;2763.20143104
9760;2763.16589344
9761;2763.13035651
9762;2763.09482026
9763;2763.05928468
9764;2763.02374978
9765;2762.98821556
9766;2762.95268201
9767;2762.91714914
9768;2762.88161694
9769;2762.84608542
9770;2762.81055457
9771;2762.7750244
9772;2762.73949491
9773;2762.70396609
9774;2762.66843795
9775;2762.63291049
9776;2762.5973837
9777;2762.56185758
9778;2762.52633214
9779;2762.49080738
9780;2762.45528329
9781;2762.41975988
9782;2762.38423714
9783;2762.34871508
9784;2762.3131937
9785;2762.27767299
9786;2762.24215296
9787;2762.2066336
9788;2762.17111492
9789;2762.13559691
9790;2762.10007958
9791;2762.06456293
9792;2762.02904695
9793;2761.99353164
9794;2761.95801701
9795;2761.92250306
9796;2761.88698978
9797;2761.85147718
9798;2761.81596525
9799;2761.780454
9800;2761.74494343
9801;2761.70943353
9802;2761.6739243
9803;2761.63841575
9804;2761.60290788
9805;2761.56740068
9806;2761.53189416
9807;2761.49638831
9808;2761.46088314
9809;2761.42537864
9810;2761.38987482
9811;2761.35437167
9812;2761.3188692
9813;2761.28336741
9814;2761.24786628
9815;2761.21236584
9816;2761.17686607
9817;2761.14136697
9818;2761.10586855
9819;2761.07037081
9820;2761.03487374
9821;2760.99937735
9822;2760.96388163
9823;2760.92838658
9824;2760.89289222
9825;2760.85739852
9826;2760.8219055
9827;2760.78641316
9828;2760.75092149
9829;2760.7154305
9830;2760.67994018
9831;2760.64445054
9832;2760.60896157
9833;2760.57347328
9834;2760.53798566
9835;2760.50249872
9836;2760.46701245
9837;2760.43152686
9838;2760.39604194
9839;2760.3605577
9840;2760.32507413
9841;2760.28959124
9842;2760.25410902
9843;2760.21862748
9844;2760.18314661
9845;2760.14766642
9846;2760.1121869
9847;2760.07670805
9848;2760.04122988
9849;2760.00575239
9850;2759.97027557
9851;2759.93479943
9852;2759.89932396
9853;2759.86384916
9854;2759.82837504
9855;2759.7929016
9856;2759.75742883
9857;2759.72195673
9858;2759.68648531
9859;2759.65101456
9860;2759.61554449
9861;2759.5800751
9862;2759.54460637
9863;2759.50913833
9864;2759.47367095
9865;2759.43820425
9866;2759.40273823
9867;2759.36727288
9868;2759.33180821
9869;2759.29634421
9870;2759.26088088
9871;2759.22541823
9872;2759.18995625
9873;2759.15449495
9874;2759.11903433
9875;2759.08357437
9876;2759.04811509
9877;2759.01265649
9878;2758.97719856
9879;2758.94174131
9880;2758.90628473
9881;2758.87082882
9882;2758.83537359
9883;2758.79991903
9884;2758.76446515
9885;2758.72901194
9886;2758.6935594
9887;2758.65810754
9888;2758.62265636
9889;2758.58720585
9890;2758.55175601
9891;2758.51630685
9892;2758.48085836
9893;2758.44541055
9894;2758.40996341
9895;2758.37451694
9896;2758.33907115
9897;2758.30362603
9898;2758.26818159
9899;2758.23273782
9900;2758.19729473
9901;2758.1618523
9902;2758.12641056
9903;2758.09096949
9904;2758.05552909
9905;2758.02008936
9906;2757.98465031
9907;2757.94921194
9908;2757.91377424
9909;2757.87833721
9910;2757.84290086
9911;2757.80746518
9912;2757.77203017
9913;2757.73659584
9914;2757.70116218
9915;2757.6657292
9916;2757.63029689
9917;2757.59486525
9918;2757.55943429
9919;2757.524004
9920;2757.48857439
9921;2757.45314545
9922;2757.41771718
9923;2757.38228959
9924;2757.34686267
9925;2757.31143643
9926;2757.27601086
9927;2757.24058596
9928;2757.20516174
9929;2757.16973819
9930;2757.13431532
9931;2757.09889311
9932;2757.06347159
9933;2757.02805073
9934;2756.99263055
9935;2756.95721105
9936;2756.92179221
9937;2756.88637405
9938;2756.85095657
9939;2756.81553976
9940;2756.78012362
9941;2756.74470815
9942;2756.70929336
9943;2756.67387925
9944;2756.6384658
9945;2756.60305303
9946;2756.56764094
9947;2756.53222951
9948;2756.49681876
9949;2756.46140869
9950;2756.42599929
9951;2756.39059056
9952;2756.3551825
9953;2756.31977512
9954;2756.28436841
9955;2756.24896238
9956;2756.21355702
9957;2756.17815233
9958;2756.14274831
9959;2756.10734497
9960;2756.07194231
9961;2756.03654031
9962;2756.00113899
9963;2755.96573834
9964;2755.93033837
9965;2755.89493907
9966;2755.85954044
9967;2755.82414249
9968;2755.78874521
9969;2755.7533486
9970;2755.71795266
9971;2755.6825574
9972;2755.64716282
9973;2755.6117689
9974;2755.57637566
9975;2755.54098309
9976;2755.5055912
9977;2755.47019998
9978;2755.43480943
9979;2755.39941955
9980;2755.36403035
9981;2755.32864182
9982;2755.29325397
9983;2755.25786678
9984;2755.22248027
9985;2755.18709444
9986;2755.15170927
9987;2755.11632478
9988;2755.08094096
9989;2755.04555782
9990;2755.01017535
9991;2754.97479355
9992;2754.93941243
9993;2754.90403197
9994;2754.86865219
9995;2754.83327309
9996;2754.79789465
9997;2754.76251689
9998;2754.72713981
9999;2754.69176339
10000;2754.65638765
10001;2754.62101258
10002;2754.58563818
10003;2754.55026446
10004;2754.51489141
10005;2754.47951903
10006;2754.44414733
10007;2754.4087763
10008;2754.37340594
10009;2754.33803625
10010;2754.30266724
10011;2754.2672989
10012;2754.23193123
10013;2754.19656423
10014;2754.16119791
10015;2754.12583226
10016;2754.09046728
10017;2754.05510298
10018;2754.01973935
10019;2753.98437639
10020;2753.9490141
10021;2753.91365249
10022;2753.87829155
10023;2753.84293128
10024;2753.80757168
10025;2753.77221276
10026;2753.73685451
10027;2753.70149693
10028;2753.66614002
10029;2753.63078379
10030;2753.59542823
10031;2753.56007334
10032;2753.52471912
10033;2753.48936558
10034;2753.45401271
10035;2753.41866051
10036;2753.38330898
10037;2753.34795813
10038;2753.31260795
10039;2753.27725844
10040;2753.2419096
10041;2753.20656144
10042;2753.17121395
10043;2753.13586713
10044;2753.10052098
10045;2753.06517551
10046;2753.0298307
10047;2752.99448657
10048;2752.95914312
10049;2752.92380033
10050;2752.88845822
10051;2752.85311678
10052;2752.81777601
10053;2752.78243591
10054;2752.74709649
10055;2752.71175773
10056;2752.67641965
10057;2752.64108225
10058;2752.60574551
10059;2752.57040945
10060;2752.53507405
10061;2752.49973934
10062;2752.46440529
10063;2752.42907191
10064;2752.39373921
10065;2752.35840718
10066;2752.32307582
10067;2752.28774513
10068;2752.25241512
10069;2752.21708577
10070;2752.1817571
10071;2752.1464291
10072;2752.11110178
10073;2752.07577512
10074;2752.04044914
10075;2752.00512383
10076;2751.96979919
10077;2751.93447522
10078;2751.89915193
10079;2751.8638293
10080;2751.82850735
10081;2751.79318607
10082;2751.75786546
10083;2751.72254553
10084;2751.68722626
10085;2751.65190767
10086;2751.61658975
10087;2751.5812725
10088;2751.54595592
10089;2751.51064002
10090;2751.47532478
10091;2751.44001022
10092;2751.40469633
10093;2751.36938311
10094;2751.33407057
10095;2751.29875869
10096;2751.26344749
10097;2751.22813696
10098;2751.1928271
10099;2751.15751791
10100;2751.12220939
10101;2751.08690154
10102;2751.05159437
10103;2751.01628787
10104;2750.98098204
10105;2750.94567688
10106;2750.91037239
10107;2750.87506858
10108;2750.83976543
10109;2750.80446296
10110;2750.76916116
10111;2750.73386003
10112;2750.69855957
10113;2750.66325978
10114;2750.62796066
10115;2750.59266222
10116;2750.55736445
10117;2750.52206735
10118;2750.48677092
10119;2750.45147516
10120;2750.41618007
10121;2750.38088565
10122;2750.34559191
10123;2750.31029884
10124;2750.27500643
10125;2750.2397147
10126;2750.20442364
10127;2750.16913326
10128;2750.13384354
10129;2750.09855449
10130;2750.06326612
10131;2750.02797842
10132;2749.99269138
10133;2749.95740502
10134;2749.92211933
10135;2749.88683431
10136;2749.85154997
10137;2749.81626629
10138;2749.78098329
10139;2749.74570095
10140;2749.71041929
10141;2749.6751383
10142;2749.63985798
10143;2749.60457833
10144;2749.56929935
10145;2749.53402104
10146;2749.4987434
10147;2749.46346644
10148;2749.42819014
10149;2749.39291452
10150;2749.35763957
10151;2749.32236529
10152;2749.28709168
10153;2749.25181874
10154;2749.21654647
10155;2749.18127487
10156;2749.14600394
10157;2749.11073369
10158;2749.0754641
10159;2749.04019519
10160;2749.00492694
10161;2748.96965937
10162;2748.93439247
10163;2748.89912624
10164;2748.86386068
10165;2748.82859579
10166;2748.79333157
10167;2748.75806802
10168;2748.72280515
10169;2748.68754294
10170;2748.6522814
10171;2748.61702054
10172;2748.58176035
10173;2748.54650082
10174;2748.51124197
10175;2748.47598379
10176;2748.44072628
10177;2748.40546943
10178;2748.37021326
10179;2748.33495776
10180;2748.29970294
10181;2748.26444878
10182;2748.22919529
10183;2748.19394247
10184;2748.15869032
10185;2748.12343885
10186;2748.08818804
10187;2748.05293791
10188;2748.01768844
10189;2747.98243965
10190;2747.94719152
10191;2747.91194407
10192;2747.87669729
10193;2747.84145118
10194;2747.80620573
10195;2747.77096096
10196;2747.73571686
10197;2747.70047343
10198;2747.66523067
10199;2747.62998858
10200;2747.59474716
10201;2747.55950641
10202;2747.52426633
10203;2747.48902692
10204;2747.45378818
10205;2747.41855011
10206;2747.38331272
10207;2747.34807599
10208;2747.31283993
10209;2747.27760454
10210;2747.24236983
10211;2747.20713578
10212;2747.1719024
10213;2747.1366697
10214;2747.10143766
10215;2747.06620629
10216;2747.0309756
10217;2746.99574557
10218;2746.96051621
10219;2746.92528753
10220;2746.89005951
10221;2746.85483217
10222;2746.81960549
10223;2746.78437949
10224;2746.74915415
10225;2746.71392948
10226;2746.67870549
10227;2746.64348216
10228;2746.60825951
10229;2746.57303752
10230;2746.53781621
10231;2746.50259556
10232;2746.46737558
10233;2746.43215628
10234;2746.39693764
10235;2746.36171968
10236;2746.32650238
10237;2746.29128575
10238;2746.2560698
10239;2746.22085451
10240;2746.18563989
10241;2746.15042595
10242;2746.11521267
10243;2746.08000006
10244;2746.04478813
10245;2746.00957686
10246;2745.97436626
10247;2745.93915633
10248;2745.90394707
10249;2745.86873848
10250;2745.83353056
10251;2745.79832332
10252;2745.76311674
10253;2745.72791083
10254;2745.69270558
10255;2745.65750101
10256;2745.62229711
10257;2745.58709388
10258;2745.55189132
10259;2745.51668943
10260;2745.4814882
10261;2745.44628765
10262;2745.41108777
10263;2745.37588855
10264;2745.34069001
10265;2745.30549213
10266;2745.27029493
10267;2745.23509839
10268;2745.19990252
10269;2745.16470733
10270;2745.1295128
10271;2745.09431894
10272;2745.05912575
10273;2745.02393323
10274;2744.98874138
10275;2744.9535502
10276;2744.91835969
10277;2744.88316985
10278;2744.84798067
10279;2744.81279217
10280;2744.77760434
10281;2744.74241717
10282;2744.70723068
10283;2744.67204485
10284;2744.63685969
10285;2744.60167521
10286;2744.56649139
10287;2744.53130824
10288;2744.49612576
10289;2744.46094395
10290;2744.42576281
10291;2744.39058233
10292;2744.35540253
10293;2744.3202234
10294;2744.28504493
10295;2744.24986714
10296;2744.21469001
10297;2744.17951355
10298;2744.14433776
10299;2744.10916264
10300;2744.07398819
10301;2744.03881441
10302;2744.0036413
10303;2743.96846886
10304;2743.93329708
10305;2743.89812598
10306;2743.86295554
10307;2743.82778577
10308;2743.79261668
10309;2743.75744825
10310;2743.72228049
10311;2743.68711339
10312;2743.65194697
10313;2743.61678122
10314;2743.58161613
10315;2743.54645172
10316;2743.51128797
10317;2743.47612489
10318;2743.44096248
10319;2743.40580074
10320;2743.37063967
10321;2743.33547927
10322;2743.30031953
10323;2743.26516047
10324;2743.23000207
10325;2743.19484434
10326;2743.15968729
10327;2743.1245309
10328;2743.08937517
10329;2743.05422012
10330;2743.01906574
10331;2742.98391202
10332;2742.94875897
10333;2742.9136066
10334;2742.87845489
10335;2742.84330384
10336;2742.80815347
10337;2742.77300377
10338;2742.73785473
10339;2742.70270637
10340;2742.66755867
10341;2742.63241164
10342;2742.59726528
10343;2742.56211959
10344;2742.52697456
10345;2742.49183021
10346;2742.45668652
10347;2742.4215435
10348;2742.38640115
10349;2742.35125947
10350;2742.31611845
10351;2742.28097811
10352;2742.24583843
10353;2742.21069943
10354;2742.17556109
10355;2742.14042341
10356;2742.10528641
10357;2742.07015008
10358;2742.03501441
10359;2741.99987941
10360;2741.96474508
10361;2741.92961142
10362;2741.89447843
10363;2741.8593461
10364;2741.82421445
10365;2741.78908346
10366;2741.75395314
10367;2741.71882349
10368;2741.6836945
10369;2741.64856619
10370;2741.61343854
10371;2741.57831156
10372;2741.54318525
10373;2741.50805961
10374;2741.47293463
10375;2741.43781032
10376;2741.40268669
10377;2741.36756372
10378;2741.33244141
10379;2741.29731978
10380;2741.26219881
10381;2741.22707851
10382;2741.19195888
10383;2741.15683992
10384;2741.12172163
10385;2741.086604
10386;2741.05148704
10387;2741.01637075
10388;2740.98125513
10389;2740.94614018
10390;2740.91102589
10391;2740.87591227
10392;2740.84079932
10393;2740.80568704
10394;2740.77057542
10395;2740.73546448
10396;2740.7003542
10397;2740.66524458
10398;2740.63013564
10399;2740.59502737
10400;2740.55991976
10401;2740.52481282
10402;2740.48970654
10403;2740.45460094
10404;2740.419496
10405;2740.38439173
10406;2740.34928813
10407;2740.3141852
10408;2740.27908293
10409;2740.24398133
10410;2740.2088804
10411;2740.17378014
10412;2740.13868054
10413;2740.10358162
10414;2740.06848336
10415;2740.03338576
10416;2739.99828884
10417;2739.96319258
10418;2739.92809699
10419;2739.89300207
10420;2739.85790781
10421;2739.82281423
10422;2739.78772131
10423;2739.75262905
10424;2739.71753747
10425;2739.68244655
10426;2739.6473563
10427;2739.61226672
10428;2739.57717781
10429;2739.54208956
10430;2739.50700198
10431;2739.47191506
10432;2739.43682882
10433;2739.40174324
10434;2739.36665833
10435;2739.33157409
10436;2739.29649051
10437;2739.2614076
10438;2739.22632536
10439;2739.19124379
10440;2739.15616288
10441;2739.12108264
10442;2739.08600307
10443;2739.05092416
10444;2739.01584593
10445;2738.98076836
10446;2738.94569145
10447;2738.91061522
10448;2738.87553965
10449;2738.84046475
10450;2738.80539051
10451;2738.77031695
10452;2738.73524404
10453;2738.70017181
10454;2738.66510025
10455;2738.63002935
10456;2738.59495912
10457;2738.55988955
10458;2738.52482065
10459;2738.48975242
10460;2738.45468486
10461;2738.41961796
10462;2738.38455173
10463;2738.34948617
10464;2738.31442127
10465;2738.27935705
10466;2738.24429348
10467;2738.20923059
10468;2738.17416836
10469;2738.1391068
10470;2738.10404591
10471;2738.06898568
10472;2738.03392612
10473;2737.99886723
10474;2737.963809
10475;2737.92875144
10476;2737.89369455
10477;2737.85863832
10478;2737.82358276
10479;2737.78852787
10480;2737.75347364
10481;2737.71842008
10482;2737.68336719
10483;2737.64831497
10484;2737.61326341
10485;2737.57821252
10486;2737.54316229
10487;2737.50811273
10488;2737.47306384
10489;2737.43801562
10490;2737.40296806
10491;2737.36792116
10492;2737.33287494
10493;2737.29782938
10494;2737.26278449
10495;2737.22774026
10496;2737.1926967
10497;2737.15765381
10498;2737.12261159
10499;2737.08757003
10500;2737.05252913
10501;2737.01748891
10502;2736.98244935
10503;2736.94741045
10504;2736.91237223
10505;2736.87733467
10506;2736.84229777
10507;2736.80726155
10508;2736.77222599
10509;2736.73719109
10510;2736.70215686
10511;2736.6671233
10512;2736.63209041
10513;2736.59705818
10514;2736.56202661
10515;2736.52699572
10516;2736.49196549
10517;2736.45693592
10518;2736.42190703
10519;2736.38687879
10520;2736.35185123
10521;2736.31682433
10522;2736.2817981
10523;2736.24677253
10524;2736.21174763
10525;2736.1767234
10526;2736.14169983
10527;2736.10667693
10528;2736.0716547
10529;2736.03663313
10530;2736.00161222
10531;2735.96659199
10532;2735.93157242
10533;2735.89655351
10534;2735.86153527
10535;2735.8265177
10536;2735.79150079
10537;2735.75648455
10538;2735.72146898
10539;2735.68645407
10540;2735.65143983
10541;2735.61642625
10542;2735.58141334
10543;2735.5464011
10544;2735.51138952
10545;2735.47637861
10546;2735.44136836
10547;2735.40635878
10548;2735.37134987
10549;2735.33634162
10550;2735.30133404
10551;2735.26632712
10552;2735.23132087
10553;2735.19631528
10554;2735.16131036
10555;2735.12630611
10556;2735.09130252
10557;2735.0562996
10558;2735.02129735
10559;2734.98629576
10560;2734.95129483
10561;2734.91629457
10562;2734.88129498
10563;2734.84629605
10564;2734.81129779
10565;2734.77630019
10566;2734.74130326
10567;2734.706307
10568;2734.6713114
10569;2734.63631647
10570;2734.6013222
10571;2734.5663286
10572;2734.53133566
10573;2734.49634339
10574;2734.46135179
10575;2734.42636085
10576;2734.39137057
10577;2734.35638097
10578;2734.32139202
10579;2734.28640375
10580;2734.25141613
10581;2734.21642919
10582;2734.18144291
10583;2734.14645729
10584;2734.11147234
10585;2734.07648806
10586;2734.04150444
10587;2734.00652148
10588;2733.9715392
10589;2733.93655757
10590;2733.90157662
10591;2733.86659632
10592;2733.8316167
10593;2733.79663774
10594;2733.76165944
10595;2733.72668181
10596;2733.69170484
10597;2733.65672854
10598;2733.62175291
10599;2733.58677794
10600;2733.55180364
10601;2733.51683
10602;2733.48185702
10603;2733.44688471
10604;2733.41191307
10605;2733.37694209
10606;2733.34197178
10607;2733.30700213
10608;2733.27203315
10609;2733.23706483
10610;2733.20209718
10611;2733.16713019
10612;2733.13216387
10613;2733.09719821
10614;2733.06223322
10615;2733.02726889
10616;2732.99230523
10617;2732.95734224
10618;2732.9223799
10619;2732.88741824
10620;2732.85245724
10621;2732.8174969
10622;2732.78253723
10623;2732.74757822
10624;2732.71261988
10625;2732.6776622
10626;2732.64270519
10627;2732.60774884
10628;2732.57279316
10629;2732.53783814
10630;2732.50288379
10631;2732.4679301
10632;2732.43297708
10633;2732.39802472
10634;2732.36307303
10635;2732.328122
10636;2732.29317164
10637;2732.25822194
10638;2732.22327291
10639;2732.18832454
10640;2732.15337683
10641;2732.11842979
10642;2732.08348342
10643;2732.04853771
10644;2732.01359266
10645;2731.97864828
10646;2731.94370457
10647;2731.90876151
10648;2731.87381913
10649;2731.83887741
10650;2731.80393635
10651;2731.76899596
10652;2731.73405623
10653;2731.69911716
10654;2731.66417876
10655;2731.62924103
10656;2731.59430396
10657;2731.55936755
10658;2731.52443181
10659;2731.48949674
10660;2731.45456233
10661;2731.41962858
10662;2731.3846955
10663;2731.34976308
10664;2731.31483132
10665;2731.27990023
10666;2731.24496981
10667;2731.21004005
10668;2731.17511095
10669;2731.14018252
10670;2731.10525475
10671;2731.07032765
10672;2731.03540121
10673;2731.00047543
10674;2730.96555032
10675;2730.93062588
10676;2730.8957021
10677;2730.86077898
10678;2730.82585653
10679;2730.79093474
10680;2730.75601361
10681;2730.72109315
10682;2730.68617336
10683;2730.65125422
10684;2730.61633576
10685;2730.58141795
10686;2730.54650081
10687;2730.51158434
10688;2730.47666853
10689;2730.44175338
10690;2730.4068389
10691;2730.37192508
10692;2730.33701193
10693;2730.30209943
10694;2730.26718761
10695;2730.23227645
10696;2730.19736595
10697;2730.16245611
10698;2730.12754694
10699;2730.09263844
10700;2730.05773059
10701;2730.02282342
10702;2729.9879169
10703;2729.95301105
10704;2729.91810587
10705;2729.88320134
10706;2729.84829748
10707;2729.81339429
10708;2729.77849176
10709;2729.74358989
10710;2729.70868869
10711;2729.67378815
10712;2729.63888827
10713;2729.60398906
10714;2729.56909052
10715;2729.53419263
10716;2729.49929541
10717;2729.46439885
10718;2729.42950296
10719;2729.39460773
10720;2729.35971317
10721;2729.32481927
10722;2729.28992603
10723;2729.25503346
10724;2729.22014155
10725;2729.1852503
10726;2729.15035972
10727;2729.1154698
10728;2729.08058054
10729;2729.04569195
10730;2729.01080402
10731;2728.97591676
10732;2728.94103016
10733;2728.90614422
10734;2728.87125894
10735;2728.83637433
10736;2728.80149039
10737;2728.7666071
10738;2728.73172448
10739;2728.69684253
10740;2728.66196123
10741;2728.6270806
10742;2728.59220064
10743;2728.55732134
10744;2728.5224427
10745;2728.48756472
10746;2728.45268741
10747;2728.41781076
10748;2728.38293478
10749;2728.34805945
10750;2728.31318479
10751;2728.2783108
10752;2728.24343747
10753;2728.2085648
10754;2728.17369279
10755;2728.13882145
10756;2728.10395077
10757;2728.06908076
10758;2728.0342114
10759;2727.99934272
10760;2727.96447469
10761;2727.92960733
10762;2727.89474063
10763;2727.85987459
10764;2727.82500922
10765;2727.79014451
10766;2727.75528046
10767;2727.72041708
10768;2727.68555436
10769;2727.6506923
10770;2727.61583091
10771;2727.58097018
10772;2727.54611011
10773;2727.5112507
10774;2727.47639196
10775;2727.44153388
10776;2727.40667647
10777;2727.37181972
10778;2727.33696363
10779;2727.3021082
10780;2727.26725344
10781;2727.23239934
10782;2727.1975459
10783;2727.16269312
10784;2727.12784101
10785;2727.09298956
10786;2727.05813878
10787;2727.02328865
10788;2726.98843919
10789;2726.9535904
10790;2726.91874226
10791;2726.88389479
10792;2726.84904798
10793;2726.81420183
10794;2726.77935635
10795;2726.74451153
10796;2726.70966737
10797;2726.67482388
10798;2726.63998105
10799;2726.60513888
10800;2726.57029737
10801;2726.53545653
10802;2726.50061635
10803;2726.46577683
10804;2726.43093797
10805;2726.39609978
10806;2726.36126225
10807;2726.32642538
10808;2726.29158917
10809;2726.25675363
10810;2726.22191875
10811;2726.18708453
10812;2726.15225098
10813;2726.11741809
10814;2726.08258586
10815;2726.04775429
10816;2726.01292339
10817;2725.97809314
10818;2725.94326356
10819;2725.90843465
10820;2725.87360639
10821;2725.8387788
10822;2725.80395187
10823;2725.7691256
10824;2725.7343
10825;2725.69947506
10826;2725.66465078
10827;2725.62982716
10828;2725.5950042
10829;2725.56018191
10830;2725.52536028
10831;2725.49053931
10832;2725.45571901
10833;2725.42089936
10834;2725.38608038
10835;2725.35126206
10836;2725.31644441
10837;2725.28162741
10838;2725.24681108
10839;2725.21199541
10840;2725.1771804
10841;2725.14236606
10842;2725.10755237
10843;2725.07273935
10844;2725.03792699
10845;2725.0031153
10846;2724.96830426
10847;2724.93349389
10848;2724.89868418
10849;2724.86387513
10850;2724.82906675
10851;2724.79425902
10852;2724.75945196
10853;2724.72464556
10854;2724.68983982
10855;2724.65503475
10856;2724.62023033
10857;2724.58542658
10858;2724.55062349
10859;2724.51582106
10860;2724.4810193
10861;2724.44621819
10862;2724.41141775
10863;2724.37661797
10864;2724.34181885
10865;2724.3070204
10866;2724.2722226
10867;2724.23742547
10868;2724.202629
10869;2724.16783319
10870;2724.13303805
10871;2724.09824356
10872;2724.06344974
10873;2724.02865658
10874;2723.99386408
10875;2723.95907224
10876;2723.92428106
10877;2723.88949055
10878;2723.8547007
10879;2723.81991151
10880;2723.78512298
10881;2723.75033511
10882;2723.71554791
10883;2723.68076136
10884;2723.64597548
10885;2723.61119026
10886;2723.5764057
10887;2723.5416218
10888;2723.50683857
10889;2723.472056
10890;2723.43727408
10891;2723.40249283
10892;2723.36771224
10893;2723.33293232
10894;2723.29815305
10895;2723.26337444
10896;2723.2285965
10897;2723.19381922
10898;2723.1590426
10899;2723.12426664
10900;2723.08949135
10901;2723.05471671
10902;2723.01994274
10903;2722.98516942
10904;2722.95039677
10905;2722.91562478
10906;2722.88085345
10907;2722.84608279
10908;2722.81131278
10909;2722.77654344
10910;2722.74177475
10911;2722.70700673
10912;2722.67223937
10913;2722.63747267
10914;2722.60270663
10915;2722.56794126
10916;2722.53317654
10917;2722.49841249
10918;2722.4636491
10919;2722.42888637
10920;2722.3941243
10921;2722.35936289
10922;2722.32460214
10923;2722.28984205
10924;2722.25508263
10925;2722.22032386
10926;2722.18556576
10927;2722.15080832
10928;2722.11605154
10929;2722.08129542
10930;2722.04653996
10931;2722.01178516
10932;2721.97703102
10933;2721.94227755
10934;2721.90752473
10935;2721.87277258
10936;2721.83802109
10937;2721.80327026
10938;2721.76852009
10939;2721.73377058
10940;2721.69902173
10941;2721.66427354
10942;2721.62952601
10943;2721.59477915
10944;2721.56003294
10945;2721.5252874
10946;2721.49054252
10947;2721.4557983
10948;2721.42105474
10949;2721.38631183
10950;2721.3515696
10951;2721.31682802
10952;2721.2820871
10953;2721.24734684
10954;2721.21260725
10955;2721.17786831
10956;2721.14313004
10957;2721.10839242
10958;2721.07365547
10959;2721.03891918
10960;2721.00418355
10961;2720.96944857
10962;2720.93471426
10963;2720.89998061
10964;2720.86524763
10965;2720.8305153
10966;2720.79578363
10967;2720.76105262
10968;2720.72632228
10969;2720.69159259
10970;2720.65686357
10971;2720.6221352
10972;2720.5874075
10973;2720.55268045
10974;2720.51795407
10975;2720.48322835
10976;2720.44850329
10977;2720.41377889
10978;2720.37905514
10979;2720.34433206
10980;2720.30960964
10981;2720.27488788
10982;2720.24016679
10983;2720.20544635
10984;2720.17072657
10985;2720.13600745
10986;2720.10128899
10987;2720.0665712
10988;2720.03185406
10989;2719.99713758
10990;2719.96242177
10991;2719.92770661
10992;2719.89299212
10993;2719.85827828
10994;2719.82356511
10995;2719.78885259
10996;2719.75414074
10997;2719.71942955
10998;2719.68471901
10999;2719.65000914
11000;2719.61529992
11001;2719.58059137
11002;2719.54588348
11003;2719.51117625
11004;2719.47646967
11005;2719.44176376
11006;2719.40705851
11007;2719.37235392
11008;2719.33764999
11009;2719.30294671
11010;2719.2682441
11011;2719.23354215
11012;2719.19884086
11013;2719.16414023
11014;2719.12944026
11015;2719.09474094
11016;2719.06004229
11017;2719.0253443
11018;2718.99064697
11019;2718.9559503
11020;2718.92125429
11021;2718.88655894
11022;2718.85186424
11023;2718.81717021
11024;2718.78247684
11025;2718.74778413
11026;2718.71309208
11027;2718.67840068
11028;2718.64370995
11029;2718.60901988
11030;2718.57433047
11031;2718.53964171
11032;2718.50495362
11033;2718.47026619
11034;2718.43557941
11035;2718.4008933
11036;2718.36620785
11037;2718.33152305
11038;2718.29683892
11039;2718.26215544
11040;2718.22747263
11041;2718.19279047
11042;2718.15810898
11043;2718.12342814
